t,ppo_mean,ppo_std,ppo_ci_lo,ppo_ci_hi,caetc_mean,da_ref_mean,planner_first-best_mean
122,1917.06813,51.57600879142786,1880.1728759286484,1953.9633840713518,1171.7046,2846.5198,2889.5688
123,1935.7836199999997,51.731249665937455,1898.7773132969787,1972.7899267030207,1196.1152,2869.8523,2913.2544
124,1954.5517399999997,51.95478992971147,1917.3855222255254,1991.717957774474,1196.1152,2893.1848,2936.9395
125,1972.8642,52.06008751134491,1935.6226568733223,2010.1057431266777,1220.5256,2916.517,2960.6243
126,1991.6038,52.10781625548658,1954.3281137865872,2028.879486213413,1220.5256,2939.8481,2984.309
127,2010.42336,52.13927484199731,1973.1251696694746,2047.7215503305254,1244.9363,2963.181,3007.9944
128,2028.95462,52.23346234825164,1991.5890519864195,2066.3201880135803,1244.9363,2986.5132,3031.679
129,2047.4953300000002,52.338430370300344,2010.054672386941,2084.9359876130593,1269.3469,3009.8447,3055.3638
130,2065.72957,52.296455955787884,2028.3189390742364,2103.1402009257636,1269.3469,3033.1775,3079.0493
131,2084.4822599999998,52.317885113881744,2047.0562995780047,2121.908220421995,1293.7574,3056.5098,3102.7344
132,2103.2193199999997,52.37294119909626,2065.7539748272306,2140.6846651727687,1293.7574,3079.8423,3126.4194
133,2122.03327,52.4685328371428,2084.4995426888013,2159.5669973111985,1318.1678,3103.1736,3150.1042
134,2141.08198,52.537966920838414,2103.4985825375197,2178.66537746248,1318.1678,3126.506,3173.789
135,2160.04384,52.61210773294171,2122.4074053955674,2197.6802746044323,1342.5784,3149.8384,3197.4744
136,2178.7213300000003,52.75745975345946,2140.9809168238935,2216.461743176107,1342.5784,3173.1707,3221.1594
137,2197.76978,52.84937888111412,2159.963611841135,2235.5759481588652,1366.989,3196.5024,3244.8445
138,2216.42666,53.02941072736478,2178.491704816625,2254.3616151833753,1366.989,3219.8342,3268.5288
139,2235.0054600000003,53.048720286338956,2197.056691590262,2272.954228409739,1391.3997,3243.1667,3292.214
140,2253.30402,53.335463807526764,2215.1501276321374,2291.4579123678627,1391.3997,3266.499,3315.8994
141,2272.2191600000006,53.46579391628091,2233.9720350887847,2310.4662849112165,1415.8098,3289.8306,3339.5847
142,2291.0917200000004,53.509641876141295,2252.8132281478856,2329.370211852115,1415.8098,3313.163,3363.2686
143,2309.7301400000006,53.62527142852213,2271.3689317490557,2348.0913482509454,1440.2206,3336.495,3386.954
144,2328.57121,53.70477662065386,2290.1531271608033,2366.989292839197,1440.2206,3359.8276,3410.639
145,2347.5695800000003,53.82485522998126,2309.065598098362,2386.0735619016386,1464.6311,3383.1594,3434.3242
146,2365.16531,54.013412574233186,2326.5264422999794,2403.8041777000203,1464.6311,3406.4917,3458.0095
147,2383.62634,54.069448509963195,2344.947386606372,2422.3052933936274,1489.0415,3429.8242,3481.6943
148,2402.5936699999997,54.23262946392353,2363.797983984034,2441.3893560159654,1489.0415,3453.1565,3505.3796
