t,ppo_mean,ppo_std,ppo_ci_lo,ppo_ci_hi,caetc_mean
1,2.1046565700000004,0.018599585735413475,2.091351227895979,2.117961912104022,2.4954598
2,4.2783849400000005,0.07767798369406874,4.222817457922572,4.333952422077429,4.0571585
3,6.515165550000002,0.1677187344051162,6.395186795082642,6.635144304917361,4.9767036
4,8.73501505,0.2503559312528258,8.555921205627573,8.914108894372426,5.24973
5,10.935149000000001,0.33959229820837267,10.692219304262192,11.17807869573781,5.2497306
6,13.256315,0.4312932545071729,12.947786391889732,13.56484360811027,5.2497306
7,15.447407349999997,0.5155603445518742,15.078597697080198,15.816217002919796,5.2497306
8,17.598808,0.6465953191963785,17.136261573044564,18.061354426955432,5.2497306
9,19.719808800000003,0.7688582994482139,19.16980070577686,20.269816894223144,5.2497306
10,21.8008035,0.9110044763117556,21.149110156500196,22.452496843499805,5.249731
11,23.891980299999997,1.0527427916142615,23.138893473807897,24.645067126192096,5.2497306
12,25.9186054,1.1746938603948596,25.078280034565196,26.758930765434805,5.2497306
13,27.949478399999997,1.2930135268986684,27.024512244019547,28.874444555980446,5.2497306
14,29.9503793,1.4668000223920585,28.901093774303916,30.999664825696087,5.249731
15,31.967345,1.654306992958616,30.783925067991493,33.150764932008514,5.249731
16,33.9725785,1.8366455361640666,32.658721431884835,35.28643556811516,5.2497306
17,35.990279699999995,2.0178700043847693,34.54678245701229,37.4337769429877,5.2497306
18,37.99692990000001,2.183411671272504,36.43501128237828,39.55884851762175,5.2497306
19,40.0000991,2.3572937292660856,38.31379275136816,41.68640544863184,5.2497306
20,42.0252198,2.5282577165655153,40.21661318238124,43.833826417618766,5.2497306
21,44.09620359999999,2.6585475192326857,42.19439327226571,45.99801392773427,5.249731
22,46.1748982,2.7681291698495487,44.19469788172928,48.15509851827072,5.249731
23,48.27099549999999,2.8798128063538453,46.21090152107201,50.33108947892797,5.249731
24,50.3858013,2.975910995385151,48.2569628178972,52.5146397821028,5.249731
25,52.48666909999999,3.0791189361739835,50.28400010470289,54.689338095297096,5.249731
26,54.645191499999996,3.1587714120822454,52.38554255598425,56.90484044401574,5.249731
27,56.7990193,3.2522597168163307,54.472492851565235,59.12554574843476,5.249731
28,58.9594596,3.3407761058580117,56.56961234137269,61.349306858627315,5.249731
29,61.1164618,3.425207759207764,58.666215775066426,63.56670782493358,5.249731
30,63.288637099999995,3.5104107269333875,60.777440543694695,65.7998336563053,5.249731
31,65.46004239999999,3.597539858676735,62.88651741759086,68.03356738240912,5.249731
