t,ppo_mean,ppo_std,ppo_ci_lo,ppo_ci_hi,caetc_mean,da_ref_mean,planner_first-best_mean
241,22704.859555555555,1787.7081516641715,21330.70542546363,24079.01368564748,11108.232,41390.918,42543.953
242,22831.93988888889,1787.4926648001554,21457.951396663466,24205.928381114314,11267.452,41562.652,42720.477
243,22959.456222222227,1786.5002484447614,21586.230568736595,24332.681875707858,11267.452,41734.4,42897.01
244,23088.148999999998,1785.6372758893392,21715.586685941493,24460.711314058502,11427.034,41906.15,43073.547
245,23214.64277777778,1785.4665303722982,21842.21171034206,24587.073845213497,11427.034,42077.902,43250.082
246,23340.632999999998,1785.4929888764611,21968.18159475761,24713.084405242385,11587.19,42249.65,43426.605
247,23467.95688888889,1785.3429773061418,22095.620792746995,24840.292985030785,11587.19,42421.39,43603.137
248,23596.445555555558,1784.8996789413059,22224.450208701146,24968.44090240997,11747.197,42593.137,43779.668
249,23721.872333333336,1785.6265339144968,22349.31827628763,25094.42639037904,11747.197,42764.883,43956.203
250,23849.346999999994,1785.3039999872572,22477.04086447761,25221.653135522378,11906.383,42936.62,44132.73
251,23977.627111111113,1784.357683457863,22606.048378865395,25349.20584335683,11906.383,43108.38,44309.258
252,24105.969,1783.8197440666474,22734.80376457449,25477.13423542551,12067.142,43280.125,44485.793
253,24231.997111111108,1783.3942659420863,22861.158927123826,25602.83529509839,12067.142,43451.87,44662.324
254,24359.220111111114,1783.6084239046456,22988.217310741413,25730.222911480814,12227.961,43623.617,44838.855
255,24486.634555555553,1782.743276540828,23116.296766318694,25856.97234479241,12227.961,43795.36,45015.387
256,24614.726555555557,1781.7250888513997,23245.171414659446,25984.281696451668,12390.375,43967.105,45191.92
257,24742.415444444443,1781.3353134283213,23373.159911460803,26111.670977428083,12390.375,44138.855,45368.445
258,24871.249111111116,1780.9691763934632,23502.275015966286,26240.223206255945,12551.4,44310.6,45544.98
259,24998.252666666664,1781.0742452048435,23629.197808483994,26367.307524849333,12551.4,44482.348,45721.508
260,25126.999,1780.360314237331,23758.49291773844,26495.50508226156,12709.221,44654.098,45898.043
261,25255.181111111113,1780.7759164114707,23886.355568738833,26624.006653483393,12709.221,44825.84,46074.57
262,25381.068444444445,1780.2559530502983,24012.642581292504,26749.494307596386,12869.757,44997.594,46251.105
263,25508.496111111115,1779.843180382365,24140.387533118894,26876.604689103337,12869.757,45169.336,46427.633
264,25634.643555555558,1778.744863383315,24267.37921874386,27001.907892367257,13030.512,45341.082,46604.16
265,25762.810222222222,1778.332759477453,24395.862656514208,27129.757787930237,13030.512,45512.832,46780.7
266,25891.84488888889,1778.1262711944453,24525.056044125704,27258.633733652074,13189.356,45684.57,46957.223
267,26017.563111111114,1777.8644837696743,24650.97549397595,27384.150728246277,13189.356,45856.32,47133.758
268,26145.34377777778,1777.3612304540661,24779.1429953849,27511.54456017066,13349.041,46028.066,47310.293
269,26272.892333333337,1777.3913680228807,24906.668385154353,27639.11628151232,13349.041,46199.81,47486.816
270,26401.64588888889,1777.227600502567,25035.54782356959,27767.74395420819,13507.474,46371.566,47663.35
271,26529.43011111111,1776.8023909488672,25163.658890788196,27895.201331434022,13507.474,46543.31,47839.883
272,26657.278666666665,1776.6762263046828,25291.604425074154,28022.952908259176,13667.137,46715.055,48016.41
273,26784.722777777777,1776.5844928239253,25419.119048780587,28150.326506774967,13667.137,46886.8,48192.94
